Water_Name,Water_Body,County,Countycode,ST_Provinc,Location,ID,lat,lon,CRB,Lat_ra,Long_ra,mean_ca_mg_2009,mean_pH_2009,roe_2009,roe_f_2009,ramcharan09,state_ass09,roi_1_2009,roi_2_2009,Roe_rank_2009,roi_3_2009,Roi_rank_2009,Rank_sumAll_2009,Rank_sum_2009,Trips2008,Trips2010,Mn_trips_08_10,DayUsedays08,DayUsedays10,Mn_dayuse_08_10,Size_Acres,No_boats_2012,No_Tourns_2012,No_Tourns_2006_08,No_boats_2006_08,Dayuse_100thm,No_ramps,CaMax_ISDA2011,ISDA2011_Rank,Elevation_ft,Motors,Fishing,Marinas,Cold,Warm,Reports,USERS,MT_Stream_Name,Length_Miles,Drainage,Region,Boat,Total_Pressure,TotPressure_Error,Total_Trips,Resident_Pressure,Res_Pressure_error,Res_Trips,Nonresident_Pressure,Nonres_Presssure_Error,NonRes_Trips,State_Rank,Regional_Rank
Scappoose Bay,Scappoose Bay,Columbia,Colu,OR,Scappoose Bay Marina Park,Scappoose Bay_Colu_OR,45.827783,-122.837867,1,45.82733,-122.83772,.,.,.,.,.,.,.,.,.,.,.,.,.,494,2542,1518,517,3934,2225.5,600,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Schwartz Creek,Schwartz Creek,Missoula,Miss,MT,Schwartz Creek,Schwartz Creek_Miss_MT,46.751944,-113.71844,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Columbia River,Scooteney Reservoir,Franklin,Fran,WA,Scooteney Park,Scooteney Reservoir,46.689022,-119.024744,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Seeley Lake,Seeley Lake,Missoula,Miss,MT,.,Seeley Lake_Miss_MT,47.18105,-113.49079,1,47.18105,-113.49079,12,.,Low,flag,.,.,Low,Medium,3,Medium,5,8,8,.,.,.,.,.,.,1031.5,.,.,.,.,.,.,.,.,3996,.,.,.,.,.,.,.,Seeley Lake,.,Blackfoot,2,1,8973,1307,191,7740,1243,169,1233,402,22,71,12
Selway River,Selway River,Idaho,Idah,ID,Paradise,Selway River_Idah_ID,45.860598,-114.744063,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Selway River,Selway River,Idaho,Idah,ID,Racetrack,Selway River_Idah_ID,46.045625,-115.295356,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Sidley Lake,Sidley Lake,Okanogan,Okan,WA,Sidley Lake,Sidley Lake_Okan_WA,48.991889,-119.221883,1,48.990519,-119.223717,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,107,.,.,.,.,.,1,.,.,3683,0,1,0,1,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Silver Lake,Silver Lake,Cowlitz,Cowl,WA,Cowlitz Valley Wildlife League,Silver Lake_Cowl_WA,46.295392,-122.798461,1,46.31068774,-122.7779325,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1424,.,.,.,.,.,3,.,.,489,1,1,1,1,1,25,17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Silver Lake,Silver Lake,Cowlitz,Cowl,WA,Silver Lake,Silver Lake_Cowl_WA,46.310689,-122.777933,1,46.31068774,-122.7779325,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1424,.,.,.,.,.,3,.,.,489,1,1,1,1,1,25,17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Silver Lake,Silver Lake,Cowlitz,Cowl,WA,Silver Lake Motel & Resort - Cowlitz Co.,Silver Lake_Cowl_WA,46.294558,-122.812628,1,46.31068774,-122.7779325,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1424,.,.,.,.,.,3,.,.,489,1,1,1,1,1,25,17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Silver Lake,Silver Lake,Cowlitz,Cowl,WA,Streeter's Resort,Silver Lake_Cowl_WA,46.3065,-122.773736,1,46.31068774,-122.7779325,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1424,.,.,.,.,.,3,.,.,489,1,1,1,1,1,25,17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Silver Lake,Silver Lake,Spokane,Spok,WA,Silver Lake,Silver Lake_Spok_WA,47.571778,-117.656475,1,47.56968,-117.64774,10.4,7.49,Very Low,.,Absence,Medium3,Medium,High,1,High,10,11,11,.,.,.,.,.,.,481,.,.,.,.,.,2,.,.,2346,1,1,0,0,1,75,45,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Silver Lake,Silver Lake,Spokane,Spok,WA,Picnic Pines on Silver Lake,Silver Lake_Spok_WA,47.569333,-117.649117,1,47.56968,-117.64774,10.4,7.49,Very Low,.,Absence,Medium3,Medium,High,1,High,10,11,11,.,.,.,.,.,.,481,.,.,.,.,.,2,.,.,2346,1,1,0,0,1,75,45,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Silvernail Lake,Silvernail Lake,Okanogan,Okan,WA,Silvernail Lake,Silvernail Lake_Okan_WA,48.995206,-119.464911,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Silver Creek,Silverton Reservoir,Marion,Mari,OR,Silver Creek Reservoir,Silverton Reservoir_Mari_OR,44.98329,-122.74437,1,44.981863,-122.74155,.,.,.,.,.,.,.,.,.,.,.,.,.,1660,558,1109,1660,558,1109,65,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Similkameen River,Similkameen River,Okanogan,Okan,WA,Cutchie #1,Similkameen River_Okan_WA,48.995542,-119.723539,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Similkameen River,Similkameen River,Okanogan,Okan,WA,Cutchie #2,Similkameen River_Okan_WA,48.9571,-119.714867,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Similkameen River,Similkameen River,Okanogan,Okan,WA,Cutchie #3,Similkameen River_Okan_WA,48.947417,-119.652272,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Simtustus Lake,Simtustus Lake,Jefferson,Jeff,OR,Pelton Park,Simtustus Lake_Jeff_OR,44.684564,-121.239422,1,44.695,-121.231111,10.4,8.9,Very Low,flag,Presence,Medium3,Medium,.,1,Medium,5,6,6,.,.,.,.,.,.,637,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Skipanon River,Skipanon River,Clatsop,Clat,OR,Warrenton Marina,Skipanon River_Clat_OR,46.16439,-123.92088,1,46.16439,-123.92088,.,.,.,.,.,.,.,.,.,.,.,.,.,2197,5379,3788,2392,5379,3885.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Skyles Lake,Skyles Lake,Flathead,Flat,MT,Skyles Lake,Skyles Lake_Flat_MT,48.404527,-114.401894,1,48.4064436,-114.4025929,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37.9,.,.,.,.,.,.,.,.,3159,.,.,.,.,.,.,.,Skyles Lake,.,Stillwater in Pend Oreille Catalog,1,1,47,47,1,47,47,1,0,0,0,1309,316
Slide Lake,Slide Lake,Teton,Teto,WY,Lower Slide Lake: Ramp,Slide Lake_Teto_WY,43.63606,-110.522618,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Slocan Lake,Slocan Lake,British Columbia,Brit,BC,Centennial Park Boat Launch,Slocan Lake_Brit_BC,49.9846,-117.377483,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Slocan Lake,Slocan Lake,British Columbia,Brit,BC,Village of Slocan Boat Ramp,Slocan Lake_Brit_BC,49.769489,-117.472192,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Smith Lake,Smith Lake,Boundary,Boun,ID,Smith Lake,Smith Lake_Boun_ID,48.778334,-116.262528,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Smith Lake,Smith Lake,Flathead,Flat,MT,Old Steel Bridge,Smith Lake_Flat_MT,48.208827,-114.255794,1,48.116581,-114.4444136,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,452.5,.,.,.,.,.,.,.,.,3146,.,.,.,.,.,.,.,Smith Lake,.,Flathead Lake,1,1,7500,1635,119,5105,1237,87,2395,1068,32,82,13
Smith Lake,Smith Lake,Flathead,Flat,MT,Smith Lake,Smith Lake_Flat_MT,48.107315,-114.44142,1,48.116581,-114.4444136,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,452.5,.,.,.,.,.,.,.,.,3146,.,.,.,.,.,.,.,Smith Lake,.,Flathead Lake,1,1,7500,1635,119,5105,1237,87,2395,1068,32,82,13
McKenzie River,Smith Reservoir,Linn,Linn,OR,Lake's  End Campground,Smith Reservoir_Linn_OR,44.332013,-122.047342,1,44.306944,-122.044444,4.2,7.2,Very Low,flag,Absence,.,Medium,.,1,Medium,5,6,6,1524,443,983.5,1601,501,1051,174,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
McKenzie River,Smith Reservoir,Linn,Linn,OR,Smith Reservoir,Smith Reservoir_Linn_OR,44.309333,-122.043361,1,44.306944,-122.044444,4.2,7.2,Very Low,flag,Absence,.,Medium,.,1,Medium,5,6,6,1524,443,983.5,1601,501,1051,174,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Snake River,"Snake River, North Fork",Madison,Madi,ID,Beaver Dick Park,"Snake River, North Fork_Madi_ID",43.825647,-111.905138,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Snake River,Snake River,Bingham,Bing,ID,Firth Bridge,Snake River_Bing_ID,43.311992,-112.182966,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Snake River,Snake River,Bingham,Bing,ID,North Bingham Recreation Area,Snake River_Bing_ID,43.375205,-112.166775,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Snake River,Snake River,Bingham,Bing,ID,Portville Bridge,Snake River_Bing_ID,43.22987,-112.328565,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Snake River,Snake River,Bingham,Bing,ID,Railroad Bridge,Snake River_Bing_ID,43.198477,-112.368629,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Snake River,Snake River,Bingham,Bing,ID,Riverton,Snake River_Bing_ID,43.157844,-112.445364,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Snake River,Snake River,Bonneville,Bonn,ID,Gem Lake North,Snake River_Bonn_ID,43.425564,-112.099254,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Snake River,Snake River,Bonneville,Bonn,ID,Gem Lake South,Snake River_Bonn_ID,43.422698,-112.101644,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Snake River,Snake River,Bonneville,Bonn,ID,Johns Hole,Snake River_Bonn_ID,43.505839,-112.050731,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Snake River,Snake River,Bonneville,Bonn,ID,South Tourist Park,Snake River_Bonn_ID,43.467601,-112.064094,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Snake River,Snake River,Bonneville,Bonn,ID,Upper Power Plant,Snake River_Bonn_ID,43.55255,-112.051798,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Snake River,Snake River,Bonneville,Bonn,ID,West Access,Snake River_Bonn_ID,43.472371,-112.059649,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Snake River,Snake River,Canyon,Cany,ID,Celebration Park,Snake River_Cany_ID,43.299904,-116.527793,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Snake River,Snake River,Cassia,Cass,ID,Riverfront Park,Snake River_Cass_ID,42.525614,-113.750654,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Snake River,Snake River,Elmore,Elmo,ID,Glenns Ferry,Snake River_Elmo_ID,42.960058,-115.279291,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Snake River,Snake River,Elmore,Elmo,ID,Hammett,Snake River_Elmo_ID,42.929192,-115.466449,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Snake River,Snake River,Jefferson,Jeff,ID,Menan Bridge,Snake River_Jeff_ID,43.751361,-111.978738,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Snake River,Snake River,Jefferson,Jeff,ID,Roberts Public Access,Snake River_Jeff_ID,43.723204,-112.0837,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Snake River,Snake River,Jerome,Jero,ID,Shoshone Falls,Snake River_Jero_ID,42.596255,-114.39808,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Snake River,Snake River,Jerome,Jero,ID,Twin Falls Power Site,Snake River_Jero_ID,42.587807,-114.352781,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Snake River,Snake River,Lincoln,Linc,WY,Snake River - Elbow,Snake River_Linc_WY,43.213279,-110.788583,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Snake River,Snake River,Lincoln,Linc,WY,Snake River - Sheep Gulch,Snake River_Linc_WY,43.186163,-110.95442,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Snake River,Snake River,Lincoln,Linc,WY,Snake River - West Table,Snake River_Linc_WY,43.204753,-110.820925,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Snake River,Snake River,Minidoka,Mini,ID,Les Kunau Park,Snake River_Mini_ID,42.556358,-113.794191,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Snake River,Snake River,Minidoka,Mini,ID,Minidoka Dam,Snake River_Mini_ID,42.673003,-113.489936,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Snake River,Snake River,Minidoka,Mini,ID,North Freedom Park,Snake River_Mini_ID,42.546351,-113.759695,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Snake River,Snake River,Owyhee,Owyh,ID,4 Miles South,Snake River_Owyh_ID,43.498537,-116.78636,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Snake River,Snake River,Owyhee,Owyh,ID,Grandview Boat Launch,Snake River_Owyh_ID,42.994954,-116.099015,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Snake River,Snake River,Owyhee,Owyh,ID,Marsing Island Park,Snake River_Owyh_ID,43.548356,-116.802541,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Snake River,Snake River,Owyhee,Owyh,ID,Walters Ferry,Snake River_Owyh_ID,43.341935,-116.604915,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Snake River,Snake River,Power,Powe,ID,Massacre Rocks State Park,Snake River_Powe_ID,42.661352,-113.003961,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Snake River,Snake River,Power,Powe,ID,Neeley,Snake River_Powe_ID,42.739273,-112.934877,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Snake River,Snake River,Power,Powe,ID,Power County Snake Access,Snake River_Powe_ID,42.773434,-112.874047,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Snake River,Snake River,Power,Powe,ID,Snake River Vista,Snake River_Powe_ID,42.710181,-112.95087,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Snake River,Snake River,Teton,Teto,WY,Snake River - Astoria,Snake River_Teto_WY,43.301787,-110.774271,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Snake River,Snake River,Teton,Teto,WY,Snake River - Pritchard,Snake River_Teto_WY,43.29193,-110.790234,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Snake River,Snake River,Teton,Teto,WY,Snake River - VonGontard's Landing/South Park,Snake River_Teto_WY,43.3851,-110.7452,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Snake River,Snake River,Teton,Teto,WY,Snake River - Wilson Boat Ramp,Snake River_Teto_WY,43.5004,-110.8408,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Snake River,Snake River,Twin Falls,Twin,ID,Centennial Park,Snake River_Twin_ID,42.600865,-114.468905,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Snake River,Snake River,Twin Falls,Twin,ID,Owsley Bridge,Snake River_Twin_ID,42.76383,-114.88994,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Snake River,Snake River,Wallowa,Wall,OR,Dug Bar,Snake River_Wall_OR,45.80465,-116.6865,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Snake River,Snake River,Idaho,Idah,ID,Pittsburgh Landing,Snake River__ID,45.631263,-116.472598,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Snake River,Snake River,Malheur,Malh,OR,Adrian Ramp,Snake River__OR,43.73046,-117.07096,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Snake River,Snake River,Malheur,Malh,OR,Catfish Junction RV Park,Snake River__OR,44.264722,-117.125833,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Snake River,Snake River,Malheur,Malh,OR,Nyssa River Park,Snake River__OR,43.876017,-116.984967,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Snake River,Snake River,Malheur,Malh,OR,Oasis RV Park,Snake River__OR,44.2641,-117.126633,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Snake River,Snake River,Malheur,Malh,OR,Ontario State Park,Snake River__OR,44.048917,-116.97405,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Soda Lake,Soda Lake,Grant,Gran,WA,Soda Lake Campground,Soda Lake_Gran_WA,46.968483,-119.248922,1,46.963135,-119.238026,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,154,.,.,.,.,.,2,.,.,1002,1,1,0,0,1,5,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Soda Lake,Soda Lake,Grant,Gran,WA,Soda Lake Dam,Soda Lake_Gran_WA,46.959592,-119.2417,1,46.963135,-119.238026,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,154,.,.,.,.,.,2,.,.,1002,1,1,0,0,1,5,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
